"ID","groupNr","subjectNr","period","check","relevant_decI","nAnimals","animalName","treatment","e1","e2","orderTrials","orderConfidence1","confidence","confidenceTreatment","consent_beg","consent_end","whichPart","qR1","qR2","qR3","social_info","social_confidence","goal","strategy","general","partA","remarks","age","gender","time_check","time_welcome","time_HIT description","time_Instructions 1","time_Instructions 2","time_Instructions 3","time_Instructions 4","time_Instructions 5","time_Instructions 6","time_Instructions 7","time_Instructions 8","time_Instructions 9","time_Instructions 10","time_quiz","time_get ready","time_watch pic","time_estimate 1","time_confidence","time_estimate 2","time_end of round","time_Questionnaire","time_earnings","time_Collect payment","s","target","distance","gender_factor"
58,NA,NA,9,NA,NA,98,"crane",1,75,88,NA,NA,6,1,NA,NA,NA,NA,NA,NA,90,3,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,6,3,NA,NA,NA,0.866666666666667,90,0,"female"
58,NA,NA,10,NA,NA,62,"cricket",0,23,32,NA,NA,9,1,NA,NA,NA,NA,NA,NA,34,4,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,2,NA,NA,NA,0.818181818181818,27.6,6.4,"female"
58,NA,NA,11,NA,NA,93,"ant",1,55,65,NA,NA,8,1,NA,NA,NA,NA,NA,NA,67,3,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,3,NA,NA,NA,0.833333333333333,66,1,"female"
58,NA,NA,12,NA,NA,84,"bee",0,79,84,NA,NA,7,1,NA,NA,NA,NA,NA,NA,90,3,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,6,3,NA,NA,NA,0.454545454545455,94.8,4.8,"female"
58,NA,NA,13,NA,NA,58,"flamingo",0,79,64,NA,NA,8,3,NA,NA,NA,NA,NA,NA,63,10,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,7,3,NA,NA,NA,0.9375,63.2,0.200000000000003,"female"
58,NA,NA,14,NA,NA,79,"crane",0,73,81,NA,NA,7,1,NA,NA,NA,NA,NA,NA,86,2,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,7,3,NA,NA,NA,0.615384615384615,87.6,1.59999999999999,"female"
58,NA,NA,15,NA,NA,57,"cricket",1,84,69,NA,NA,6,1,NA,NA,NA,NA,NA,NA,67,4,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,3,NA,NA,NA,0.882352941176471,67.2,0.200000000000003,"female"
58,NA,NA,16,NA,NA,94,"ant",0,80,85,NA,NA,6,2,NA,NA,NA,NA,NA,NA,92,6,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,3,NA,NA,NA,0.416666666666667,96,4,"female"
58,NA,NA,17,NA,NA,44,"bee",0,77,70,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,9,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,3,NA,NA,NA,0.466666666666667,61.6,0.399999999999999,"female"
58,NA,NA,18,NA,NA,76,"flamingo",0,78,68,NA,NA,7,3,NA,NA,NA,NA,NA,NA,62,7,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,2,NA,NA,NA,0.625,62.4,0.400000000000006,"female"
58,NA,NA,19,NA,NA,98,"crane",1,98,114,NA,NA,9,1,NA,NA,NA,NA,NA,NA,119,4,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,3,NA,NA,NA,0.761904761904762,NA,NA,"female"
58,NA,NA,20,NA,NA,62,"cricket",1,53,56,NA,NA,9,2,NA,NA,NA,NA,NA,NA,61,6,"This is a decision making survey.","I use my Mturk id.","None","None","None",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,3,62,4,NA,0.375,63.6,2.59999999999999,"female"
59,0,0,1,NA,2,93,"ant",1,122,0,"1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0","2,2,1,1,1,3,3,1,3,3,1,1,2,2,1,3,3,1,3,3,2,2,1,1,1,3,3,1,3,3,1,1,2,2,1,3,3,1,3,3",10,2,1,1,1,1,1,1,101,5,NA,NA,NA,NA,NA,37,2,2262,12,3,5,7,5,81,8,3,4,4,41,8,19,64,NA,7,5,18,8,NA,NA,NA,5.80952380952381,97.6,3.39999999999999,"male"
59,NA,NA,2,NA,NA,84,"bee",0,78,82,NA,NA,9,2,NA,NA,NA,NA,NA,NA,94,5,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,8,4,NA,NA,NA,0.25,93.6,0.400000000000006,"male"
59,NA,NA,3,NA,NA,58,"flamingo",1,86,88,NA,NA,8,1,NA,NA,NA,NA,NA,NA,71,1,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,9,3,NA,NA,NA,-0.133333333333333,68.8,2.2,"male"
59,NA,NA,4,NA,NA,79,"crane",1,108,109,NA,NA,8,1,NA,NA,NA,NA,NA,NA,86,2,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,10,5,NA,NA,NA,-0.0454545454545455,86.4,0.400000000000006,"male"
59,NA,NA,5,NA,NA,57,"cricket",1,81,81,NA,NA,8,1,NA,NA,NA,NA,NA,NA,66,1,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,11,6,NA,NA,NA,0,64.8,1.2,"male"
59,NA,NA,6,NA,NA,94,"ant",0,72,73,NA,NA,8,3,NA,NA,NA,NA,NA,NA,85,7,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,9,4,NA,NA,NA,0.0769230769230769,86.4,1.39999999999999,"male"
59,NA,NA,7,NA,NA,44,"bee",1,48,49,NA,NA,8,3,NA,NA,NA,NA,NA,NA,40,10,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,10,5,NA,NA,NA,-0.125,38.4,1.59999999999999,"male"
59,NA,NA,8,NA,NA,76,"flamingo",1,73,74,NA,NA,7,1,NA,NA,NA,NA,NA,NA,88,2,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,9,4,NA,NA,NA,0.0666666666666667,87.6,0.400000000000006,"male"
59,NA,NA,9,NA,NA,98,"crane",1,80,81,NA,NA,9,3,NA,NA,NA,NA,NA,NA,95,7,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,4,NA,NA,NA,0.0666666666666667,96,1,"male"
59,NA,NA,10,NA,NA,62,"cricket",1,81,82,NA,NA,8,3,NA,NA,NA,NA,NA,NA,65,8,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,9,4,NA,NA,NA,-0.0625,64.8,0.200000000000003,"male"
59,NA,NA,11,NA,NA,93,"ant",0,33,34,NA,NA,8,1,NA,NA,NA,NA,NA,NA,42,3,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,9,4,NA,NA,NA,0.111111111111111,39.6,2.4,"male"
59,NA,NA,12,NA,NA,84,"bee",0,38,39,NA,NA,8,1,NA,NA,NA,NA,NA,NA,46,2,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,9,4,NA,NA,NA,0.125,45.6,0.399999999999999,"male"
59,NA,NA,13,NA,NA,58,"flamingo",0,29,30,NA,NA,9,2,NA,NA,NA,NA,NA,NA,40,6,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,11,4,NA,NA,NA,0.0909090909090909,34.8,5.2,"male"
59,NA,NA,14,NA,NA,79,"crane",0,30,31,NA,NA,7,2,NA,NA,NA,NA,NA,NA,50,5,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,11,4,NA,NA,NA,0.05,36,14,"male"
59,NA,NA,15,NA,NA,57,"cricket",1,48,49,NA,NA,8,1,NA,NA,NA,NA,NA,NA,58,1,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,9,5,NA,NA,NA,0.1,57.6,0.400000000000006,"male"
59,NA,NA,16,NA,NA,94,"ant",1,65,66,NA,NA,7,3,NA,NA,NA,NA,NA,NA,75,7,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,9,3,NA,NA,NA,0.1,78,3,"male"
59,NA,NA,17,NA,NA,44,"bee",0,19,20,NA,NA,9,3,NA,NA,NA,NA,NA,NA,19,10,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,8,6,NA,NA,NA,Inf,22.8,3.8,"male"
59,NA,NA,18,NA,NA,76,"flamingo",0,50,51,NA,NA,7,1,NA,NA,NA,NA,NA,NA,64,1,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,8,4,NA,NA,NA,0.0714285714285714,60,4,"male"
59,NA,NA,19,NA,NA,98,"crane",0,58,59,NA,NA,8,3,NA,NA,NA,NA,NA,NA,71,7,NA,NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,9,5,NA,NA,NA,0.0769230769230769,69.6,1.40000000000001,"male"
59,NA,NA,20,NA,NA,62,"cricket",0,55,56,NA,NA,8,3,NA,NA,NA,NA,NA,NA,65,8,"nice","A1OX5ZE2TAGEP1","nice","nice","nice",37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9,10,37,7,NA,0.1,66,1,"male"
60,0,0,1,NA,1,93,"ant",1,70,71,"1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0","1,3,1,3,1,1,2,3,1,3,1,1,2,2,3,2,3,3,3,1,1,3,1,3,1,1,2,3,1,3,1,1,2,2,3,2,3,3,3,1",6,1,1,1,2,1,1,1,67,3,NA,NA,NA,NA,NA,41,2,117,29,8,8,5,3,9,9,3,3,2,9,3,9,3,NA,5,5,9,3,NA,NA,NA,-0.333333333333333,84,17,"male"
60,NA,NA,2,NA,NA,84,"bee",0,65,79,NA,NA,6,3,NA,NA,NA,NA,NA,NA,78,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,10,4,NA,NA,NA,1.07692307692308,78,0,"male"
60,NA,NA,3,NA,NA,58,"flamingo",1,71,71,NA,NA,7,1,NA,NA,NA,NA,NA,NA,55,4,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9,3,NA,NA,NA,0,56.8,1.8,"male"
60,NA,NA,4,NA,NA,79,"crane",0,46,46,NA,NA,9,3,NA,NA,NA,NA,NA,NA,55,10,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,4,NA,NA,NA,0,55.2,0.199999999999996,"male"
60,NA,NA,5,NA,NA,57,"cricket",1,84,69,NA,NA,10,1,NA,NA,NA,NA,NA,NA,67,4,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,4,NA,NA,NA,0.882352941176471,67.2,0.200000000000003,"male"
60,NA,NA,6,NA,NA,94,"ant",0,53,63,NA,NA,10,1,NA,NA,NA,NA,NA,NA,64,1,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,8,6,NA,NA,NA,0.909090909090909,63.6,0.400000000000006,"male"
60,NA,NA,7,NA,NA,44,"bee",0,65,53,NA,NA,9,2,NA,NA,NA,NA,NA,NA,53,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,9,4,NA,NA,NA,1,52,1,"male"
60,NA,NA,8,NA,NA,76,"flamingo",0,70,82,NA,NA,8,3,NA,NA,NA,NA,NA,NA,82,8,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,11,2,NA,NA,NA,1,84,2,"male"
60,NA,NA,9,NA,NA,98,"crane",1,70,87,NA,NA,7,1,NA,NA,NA,NA,NA,NA,84,4,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,20,5,NA,NA,NA,1.21428571428571,84,0,"male"
60,NA,NA,10,NA,NA,62,"cricket",1,62,72,NA,NA,7,3,NA,NA,NA,NA,NA,NA,73,8,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,12,7,NA,NA,NA,0.909090909090909,NA,NA,"male"
60,NA,NA,11,NA,NA,93,"ant",0,59,65,NA,NA,8,1,NA,NA,NA,NA,NA,NA,67,3,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,14,4,NA,NA,NA,0.75,70.8,3.8,"male"
60,NA,NA,12,NA,NA,84,"bee",1,74,90,NA,NA,9,1,NA,NA,NA,NA,NA,NA,89,1,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,15,11,NA,NA,NA,1.06666666666667,88.8,0.200000000000003,"male"
60,NA,NA,13,NA,NA,58,"flamingo",1,52,67,NA,NA,8,2,NA,NA,NA,NA,NA,NA,65,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,9,3,NA,NA,NA,1.15384615384615,62.4,2.6,"male"
60,NA,NA,14,NA,NA,79,"crane",1,64,77,NA,NA,10,2,NA,NA,NA,NA,NA,NA,77,5,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,9,3,NA,NA,NA,1,76.8,0.200000000000003,"male"
60,NA,NA,15,NA,NA,57,"cricket",1,71,59,NA,NA,10,3,NA,NA,NA,NA,NA,NA,58,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,11,4,NA,NA,NA,0.923076923076923,56.8,1.2,"male"
60,NA,NA,16,NA,NA,94,"ant",1,73,91,NA,NA,9,2,NA,NA,NA,NA,NA,NA,90,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,3,NA,NA,NA,1.05882352941176,87.6,2.40000000000001,"male"
60,NA,NA,17,NA,NA,44,"bee",0,68,56,NA,NA,7,3,NA,NA,NA,NA,NA,NA,55,8,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,3,NA,NA,NA,0.923076923076923,54.4,0.599999999999994,"male"
60,NA,NA,18,NA,NA,76,"flamingo",0,82,67,NA,NA,9,3,NA,NA,NA,NA,NA,NA,65,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,5,NA,NA,NA,0.882352941176471,65.6,0.600000000000009,"male"
60,NA,NA,19,NA,NA,98,"crane",0,83,100,NA,NA,9,3,NA,NA,NA,NA,NA,NA,100,9,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,3,NA,NA,NA,1,99.6,0.400000000000006,"male"
60,NA,NA,20,NA,NA,62,"cricket",0,78,61,NA,NA,9,1,NA,NA,NA,NA,NA,NA,61,4,"attention on the task","no","good quality","good","no",41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,71,12,NA,1,62.4,1.40000000000001,"male"
61,0,0,1,NA,10,93,"ant",1,65,67,"1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1","2,2,3,1,1,3,2,3,3,3,3,1,1,3,3,1,2,1,1,1,2,2,3,1,1,3,2,3,3,3,3,1,1,3,3,1,2,1,1,1",6,2,1,1,2,1,1,1,78,6,NA,NA,NA,NA,NA,57,1,44,32,12,9,52,25,18,5,25,55,13,27,25,41,13,NA,10,3,21,9,NA,NA,NA,0.153846153846154,78,0,"female"
61,NA,NA,2,NA,NA,84,"bee",0,31,32,NA,NA,6,2,NA,NA,NA,NA,NA,NA,41,6,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,7,5,NA,NA,NA,0.1,37.2,3.8,"female"
61,NA,NA,3,NA,NA,58,"flamingo",0,25,25,NA,NA,7,3,NA,NA,NA,NA,NA,NA,24,9,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,2,NA,NA,NA,0,30,6,"female"
61,NA,NA,4,NA,NA,79,"crane",0,38,38,NA,NA,7,1,NA,NA,NA,NA,NA,NA,54,1,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,2,NA,NA,NA,0,45.6,8.4,"female"
61,NA,NA,5,NA,NA,57,"cricket",0,28,28,NA,NA,8,1,NA,NA,NA,NA,NA,NA,38,3,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,4,NA,NA,NA,0,33.6,4.4,"female"
61,NA,NA,6,NA,NA,94,"ant",1,65,66,NA,NA,5,3,NA,NA,NA,NA,NA,NA,75,7,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,3,NA,NA,NA,0.1,78,3,"female"
61,NA,NA,7,NA,NA,44,"bee",0,19,19,NA,NA,8,2,NA,NA,NA,NA,NA,NA,32,6,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,4,NA,NA,NA,0,22.8,9.2,"female"
61,NA,NA,8,NA,NA,76,"flamingo",1,62,62,NA,NA,4,3,NA,NA,NA,NA,NA,NA,76,8,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,4,2,NA,NA,NA,0,74.4,1.60000000000001,"female"
61,NA,NA,9,NA,NA,98,"crane",1,73,74,NA,NA,5,3,NA,NA,NA,NA,NA,NA,85,7,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,1,NA,NA,NA,0.0833333333333333,87.6,2.59999999999999,"female"
61,NA,NA,10,NA,NA,62,"cricket",1,52,53,NA,NA,4,3,NA,NA,NA,NA,NA,NA,63,10,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,6,NA,NA,NA,0.0909090909090909,62.4,0.600000000000001,"female"
61,NA,NA,11,NA,NA,93,"ant",1,65,65,NA,NA,4,3,NA,NA,NA,NA,NA,NA,77,7,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,NA,NA,NA,0,78,1,"female"
61,NA,NA,12,NA,NA,84,"bee",1,63,64,NA,NA,3,1,NA,NA,NA,NA,NA,NA,76,4,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,NA,NA,NA,0.0769230769230769,75.6,0.400000000000006,"female"
61,NA,NA,13,NA,NA,58,"flamingo",0,21,21,NA,NA,7,1,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,2,NA,NA,NA,0,25.2,4.8,"female"
61,NA,NA,14,NA,NA,79,"crane",1,71,72,NA,NA,4,3,NA,NA,NA,NA,NA,NA,85,9,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,NA,NA,NA,0.0714285714285714,85.2,0.200000000000003,"female"
61,NA,NA,15,NA,NA,57,"cricket",0,24,24,NA,NA,6,3,NA,NA,NA,NA,NA,NA,30,7,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,2,NA,NA,NA,0,28.8,1.2,"female"
61,NA,NA,16,NA,NA,94,"ant",0,35,36,NA,NA,5,1,NA,NA,NA,NA,NA,NA,48,4,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,2,NA,NA,NA,0.0769230769230769,42,6,"female"
61,NA,NA,17,NA,NA,44,"bee",0,22,22,NA,NA,7,2,NA,NA,NA,NA,NA,NA,32,6,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,NA,NA,NA,0,26.4,5.6,"female"
61,NA,NA,18,NA,NA,76,"flamingo",1,74,74,NA,NA,4,1,NA,NA,NA,NA,NA,NA,88,2,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,2,NA,NA,NA,0,88.8,0.799999999999997,"female"
61,NA,NA,19,NA,NA,98,"crane",0,31,31,NA,NA,5,1,NA,NA,NA,NA,NA,NA,53,4,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,2,NA,NA,NA,0,37.2,15.8,"female"
61,NA,NA,20,NA,NA,62,"cricket",1,45,45,NA,NA,4,1,NA,NA,NA,NA,NA,NA,55,3,"not sure","How close I was and if I was confident I would keep my number.","interesting","easy and accurate to understand","no",57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,80,18,NA,0,54,1,"female"
62,0,0,1,NA,4,93,"ant",1,50,53,"1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1","1,3,1,3,3,1,1,1,3,3,3,2,2,2,3,1,1,3,1,2,1,3,1,3,3,1,1,1,3,3,3,2,2,2,3,1,1,3,1,2",7,1,1,1,2,1,1,1,60,4,NA,NA,NA,NA,NA,43,1,25,22,6,16,14,12,25,4,17,19,11,23,21,30,7,NA,8,4,10,5,NA,NA,NA,0.3,60,0,"female"
62,NA,NA,2,NA,NA,84,"bee",0,70,75,NA,NA,4,3,NA,NA,NA,NA,NA,NA,84,7,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,2,NA,NA,NA,0.357142857142857,84,0,"female"
62,NA,NA,3,NA,NA,58,"flamingo",1,65,65,NA,NA,6,1,NA,NA,NA,NA,NA,NA,52,4,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,13,3,NA,NA,NA,0,52,0,"female"
62,NA,NA,4,NA,NA,79,"crane",0,70,75,NA,NA,3,3,NA,NA,NA,NA,NA,NA,84,9,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,11,NA,NA,NA,0.357142857142857,84,0,"female"
62,NA,NA,5,NA,NA,57,"cricket",0,50,55,NA,NA,5,3,NA,NA,NA,NA,NA,NA,60,8,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,2,NA,NA,NA,0.5,60,0,"female"
62,NA,NA,6,NA,NA,94,"ant",0,85,95,NA,NA,5,1,NA,NA,NA,NA,NA,NA,103,1,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,2,NA,NA,NA,0.555555555555556,102,1,"female"
62,NA,NA,7,NA,NA,44,"bee",1,35,38,NA,NA,6,1,NA,NA,NA,NA,NA,NA,42,4,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,3,NA,NA,NA,0.428571428571429,42,0,"female"
62,NA,NA,8,NA,NA,76,"flamingo",1,75,80,NA,NA,5,1,NA,NA,NA,NA,NA,NA,88,2,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,3,NA,NA,NA,0.384615384615385,90,2,"female"
62,NA,NA,9,NA,NA,98,"crane",1,100,100,NA,NA,8,3,NA,NA,NA,NA,NA,NA,85,7,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,5,2,NA,NA,NA,0,80,5,"female"
